Australian Bureau of Statistics

"2011 Census - Counting Employed Persons, Place of Work"
"DZN to State/Territory (POW) and Main Statistical Area Structure (Main ASGS) (POW)"
"Counting: Persons, Place of Work"

Filters:
"Default Summation","Persons, Place of Work"


"DZN to State/Territory (POW)","Main Statistical Area Structure (Main ASGS) (POW)",
"811001203","Curtin",589,
"811011204","Farrer",261,
"811021205","Garran",703,
"811021206","Garran",4345,
"811029999","Garran",17,
"811031207","Hughes",384,
"811041208","Isaacs",137,
"811051209","Lyons (ACT)",195,
"811061210","Mawson",246,
"811061211","Mawson",484,
"811069999","Mawson",17,
"811071212","O'Malley",196,
"811081213","Pearce",561,
"811091214","Phillip",167,
"811091215","Phillip",10769,
"811091216","Phillip",2272,
"811099999","Phillip",201,
"811101217","Torrens",188,
"890999099","POW Capital city undefined (ACT)",10320,
"894999499","POW No Fixed Address (ACT)",6195,
"910011001","Christmas Island",979,
"910021002","Cocos (Keeling) Islands",207,
"910038888","Jervis Bay",351,
"998999899","POW State/Territory undefined (OT)",64,
"994999499","POW No Fixed Address (OT)",34,
"0&&&&&&&&","POW not stated",250796,
"0@@@@@@@@","POW not applicable",7305367,
"Total","Goulburn",9007,
,"Goulburn Region",3034,
,"Yass",1968,
,"Yass Region",1805,
,"Young",4171,
,"Young Region",2217,
,"Braidwood",945,
,"Karabar",764,
,"Queanbeyan",4093,
,"Queanbeyan - East",2569,
,"Queanbeyan Region",2273,
,"Queanbeyan West - Jerrabomberra",1984,
,"Bombala",998,
,"Cooma",3143,
,"Cooma Region",614,
,"Jindabyne - Berridale",3856,
,"Batemans Bay",3779,
,"Batemans Bay - South",1030,
,"Bega - Tathra",4497,
,"Bega-Eden Hinterland",1310,
,"Broulee - Tomakin",542,
,"Deua - Wadbilliga",14,
,"Eden",1340,
,"Eurobodalla Hinterland",684,
,"Merimbula - Tura Beach",3593,
,"Moruya - Tuross Head",2930,
,"Narooma - Bermagui",2398,
,"Avoca Beach - Copacabana",868,
,"Box Head - MacMasters Beach",1036,
,"Calga - Kulnura",4083,
,"Erina - Green Point",8409,
,"Gosford - Springfield",17072,
,"Kariong",1074,
,"Kincumber - Picketts Valley",1947,
,"Narara",559,
,"Niagara Park - Lisarow",2585,
,"Point Clare - Koolewong",694,
,"Saratoga - Davistown",558,
,"Terrigal - North Avoca",2319,
,"Umina - Booker Bay - Patonga",3033,
,"Wamberal - Forresters Beach",1281,
,"Woy Woy - Blackwall",3612,
,"Wyoming",2080,
,"Bateau Bay - Killarney Vale",3414,
,"Blue Haven - San Remo",1056,
,"Budgewoi - Buff Point - Halekulani",806,
,"Chittaway Bay - Tumbi Umbi",4161,
,"Gorokan - Kanwal - Charmhaven",3782,
,"Jilliby - Yarramalong",567,
,"Lake Munmorah - Mannering Park",1415,
,"Ourimbah - Fountaindale",1688,
,"Summerland Point - Gwandalan",375,
,"The Entrance",2811,
,"Toukley - Norah Head",1966,
,"Tuggerah - Kangy Angy",7691,
,"Warnervale - Wadalba",4470,
,"Wyong",4874,
,"Bathurst",10863,
,"Bathurst - East",3141,
,"Bathurst Region",1320,
,"Oberon",1945,
,"Condobolin",2714,
,"Cowra",3326,
,"Cowra Region",1506,
,"Forbes",3624,
,"Grenfell",1140,
,"Parkes (NSW)",3960,
,"Parkes Region",1332,
,"West Wyalong",2538,
,"Lithgow",4688,
,"Lithgow Region",2727,
,"Mudgee",4631,
,"Mudgee Region - East",1032,
,"Mudgee Region - West",3074,
,"Wollangambe - Wollemi",10,
,"Blayney",2449,
,"Orange",14278,
,"Orange - North",2198,
,"Orange Region",3926,
,"Grafton",9231,
,"Grafton Region",1782,
,"Maclean - Yamba - Iluka",4614,
,"Bellingen",1637,
,"Coffs Harbour - North",5702,
,"Coffs Harbour - South",11731,
,"Coramba - Nana Glen - Bucca",476,
,"Dorrigo",941,
,"Korora - Emerald Beach",1116,
,"Sawtell - Boambee",3865,
,"Urunga",910,
,"Woolgoolga - Arrawarra",2327,
,"Bourke - Brewarrina",1652,
,"Cobar",2239,
,"Coonamble",1570,
,"Nyngan - Warren",2105,
,"Walgett - Lightning Ridge",2248,
,"Broken Hill",6309,
,"Far West",1224,
,"Coonabarabran",2641,
,"Dubbo - East",5769,
,"Dubbo - South",8795,
,"Dubbo - West",1692,
,"Dubbo Region",940,
,"Gilgandra",1521,
,"Narromine",2111,
,"Wellington",2311,
,"Branxton - Greta - Pokolbin",3450,
,"Cessnock",5664,
,"Cessnock Region",1887,
,"Dungog",2067,
,"Kurri Kurri - Abermain",3787,
,"Singleton",6901,
,"Singleton Region",7099,
,"Maitland",5165,
,"Maitland - East",6624,
,"Maitland - North",735,
,"Maitland - West",6057,
,"Thornton - Millers Forest",3789,
,"Anna Bay",718,
,"Lemon Tree Passage - Tanilba Bay",677,
,"Nelson Bay Peninsula",5825,
,"Raymond Terrace",9310,
,"Seaham - Woodville",680,
,"Tea Gardens - Hawks Nest",960,
,"Williamtown - Medowie - Karuah",5618,
,"Muswellbrook",7513,
,"Muswellbrook Region",1766,
,"Scone",2407,
,"Scone Region",2165,
,"Berkeley - Warrawong - Windang",6500,
,"Dapto - Avondale",4265,
,"Horsley - Kembla Grange",813,
,"Port Kembla Industrial",6579,
,"Unanderra - Mount Kembla",8223,
,"Illawarra Catchment Reserve",71,
,"Albion Park - Macquarie Pass",2146,
,"Albion Park Rail",1807,
,"Kiama",2537,
,"Kiama Downs - Minnamurra",492,
,"Kiama Hinterland - Gerringong",1651,
,"Shellharbour - Flinders",1823,
,"Shellharbour - Oak Flats",4638,
,"Warilla",3541,
,"Balgownie - Fairy Meadow",5103,
,"Corrimal - Tarrawanna - Bellambi",2986,
,"Figtree - Keiraville",6215,
,"Helensburgh",1654,
,"Thirroul - Austinmer - Coalcliff",2044,
,"Wollongong",24644,
,"Woonona - Bulli - Russell Vale",3271,
,"Bulahdelah - Stroud",1496,
,"Forster",3348,
,"Forster-Tuncurry Region",928,
,"Tuncurry",2408,
,"Kempsey",6266,
,"Kempsey Region",1445,
,"Macksville - Scotts Head",2014,
,"Nambucca Heads",1796,
,"Nambucca Heads Region",948,
,"South West Rocks",959,
,"Lord Howe Island",217,
,"Laurieton - Bonny Hills",2692,
,"Port Macquarie - East",7509,
,"Port Macquarie - West",9620,
,"Port Macquarie Region",962,
,"Wauchope",2759,
,"Gloucester",1802,
,"Old Bar - Manning Point - Red Head",1147,
,"Taree",9496,
,"Taree Region",1598,
,"Wingham",1431,
,"Albury - East",4859,
,"Albury - North",1634,
,"Albury - South",10753,
,"Albury Region",3619,
,"Lavington",3398,
,"Hay",1208,
,"Wentworth - Buronga",2017,
,"Wentworth-Balranald Region",1561,
,"Corowa",2350,
,"Corowa Region",2202,
,"Deniliquin",2873,
,"Deniliquin Region",2457,
,"Moama",1410,
,"Tocumwal - Finley - Jerilderie",3017,
,"Armidale",10152,
,"Armidale Region - North",1499,
,"Armidale Region - South",1396,
,"Walcha",1397,
,"Glen Innes",3134,
,"Inverell",4925,
,"Inverell Region - East",1061,
,"Inverell Region - West",1613,
,"Tenterfield",1956,
,"Moree",3450,
,"Moree Region",2073,
,"Narrabri",2825,
,"Narrabri Region",1927,
,"Gunnedah",3264,
,"Gunnedah Region",1484,
,"Quirindi",2605,
,"Tamworth - East",4448,
,"Tamworth - North",9610,
,"Tamworth - West",4716,
,"Tamworth Region",3452,
,"Belmont - Bennetts Green",5143,
,"Belmont South - Blacksmiths",441,
,"Charlestown - Dudley",9600,
,"Glendale - Cardiff - Hillsborough",10492,
,"Mount Hutton - Windale",1332,
,"Redhead",725,
,"Swansea - Caves Beach",1633,
,"Valentine - Eleebana",1060,
,"Warners Bay - Boolaroo",5523,
,"Bolton Point - Teralba",1571,
,"Bonnells Bay - Silverwater",700,
,"Edgeworth - Cameron Park",2276,
,"Morisset - Cooranbong",5549,
,"Toronto - Awaba",3904,
,"Wangi Wangi - Rathmines",1198,
,"West Wallsend - Barnsley - Killingworth",1311,
,"Adamstown - Kotara",5989,
,"Beresfield - Hexham",5667,
,"Hamilton - Broadmeadow",10924,
,"Lambton - New Lambton",8788,
,"Maryland - Fletcher - Minmi",1023,
,"Mayfield - Warabrook",8785,
,"Merewether - The Junction",2922,
,"Newcastle - Cooks Hill",16575,
,"Newcastle Port - Kooragang",3981,
,"Shortland - Jesmond",6879,
,"Stockton - Fullerton Cove",1502,
,"Wallsend - Elermore Vale",5401,
,"Waratah - North Lambton",4508,
,"Wickham - Carrington - Tighes Hill",5176,
,"Ballina",8161,
,"Ballina Region",4110,
,"Bangalow",1551,
,"Brunswick Heads - Ocean Shores",1390,
,"Byron Bay",5360,
,"Evans Head",1097,
,"Lennox Head - Skennars Head",1283,
,"Mullumbimby",2586,
,"Casino",4296,
,"Casino Region",1375,
,"Goonellabah",2555,
,"Kyogle",2083,
,"Lismore",13956,
,"Lismore Region",2653,
,"Kingscliff - Fingal Head",3070,
,"Murwillumbah",4146,
,"Murwillumbah Region",1647,
,"Pottsville",1694,
,"Tweed Heads",5617,
,"Tweed Heads - South",7088,
,"Griffith (NSW)",7691,
,"Griffith Region",5275,
,"Leeton",3830,
,"Narrandera",2071,
,"Tumbarumba",1329,
,"Tumut",3087,
,"Tumut Region",1185,
,"Cootamundra",2580,
,"Gundagai",1355,
,"Junee",1599,
,"Temora",2227,
,"Wagga Wagga - East",5393,
,"Wagga Wagga - North",2554,
,"Wagga Wagga - South",2293,
,"Wagga Wagga - West",12917,
,"Wagga Wagga Region",4815,
,"Berry - Kangaroo Valley",2087,
,"Callala Bay - Currarong",342,
,"Culburra Beach",646,
,"Ettrema - Sassafras - Budawang",86,
,"Huskisson - Vincentia",1364,
,"North Nowra - Bomaderry",3887,
,"Nowra",12898,
,"St Georges Basin - Erowal Bay",1191,
,"Sussex Inlet - Berrara",591,
,"Tomerong - Wandandian - Woollamia",406,
,"Ulladulla",4504,
,"Ulladulla Region",521,
,"Bowral",5526,
,"Hill Top - Colo Vale",395,
,"Mittagong",3585,
,"Moss Vale - Berrima",3915,
,"Robertson - Fitzroy Falls",954,
,"Southern Highlands",1346,
,"Baulkham Hills (East)",3449,
,"Baulkham Hills (West) - Bella Vista",17521,
,"Castle Hill",15323,
,"Cherrybrook",3383,
,"Glenhaven",684,
,"Kellyville",2668,
,"West Pennant Hills",2909,
,"Dural - Kenthurst - Wisemans Ferry",7152,
,"Galston - Laughtondale",1502,
,"Bilpin - Colo - St Albans",495,
,"Kurrajong Heights - Ebenezer",3114,
,"Pitt Town - McGraths Hill",3681,
,"Rouse Hill - Beaumont Hills",4166,
,"Blacktown (East) - Kings Park",17753,
,"Blacktown (North) - Marayong",1487,
,"Blacktown (South)",2357,
,"Doonside - Woodcroft",1488,
,"Lalor Park - Kings Langley",11289,
,"Seven Hills - Toongabbie",4868,
,"Glenwood",1244,
,"Parklea - Kellyville Ridge",2637,
,"Quakers Hill - Acacia Gardens",2203,
,"Riverstone - Marsden Park",3835,
,"Bidwill - Hebersham - Emerton",1284,
,"Glendenning Dean Park",3634,
,"Hassall Grove - Plumpton",1760,
,"Lethbridge Park - Tregear",805,
,"Mount Druitt - Whalan",6090,
,"Prospect Reservoir",13342,
,"Rooty Hill - Minchinbury",7241,
,"Banksmeadow",4634,
,"Botany",7394,
,"Mascot - Eastlakes",20917,
,"Pagewood - Hillsdale - Daceyville",4310,
,"Port Botany Industrial",3584,
,"Sydney Airport",12277,
,"Marrickville",9908,
,"Petersham - Stanmore",4545,
,"Sydenham - Tempe - St Peters",4692,
,"Darlinghurst",11230,
,"Erskineville - Alexandria",19203,
,"Glebe - Forest Lodge",6011,
,"Newtown - Camperdown - Darlington",16834,
,"Potts Point - Woolloomooloo",11548,
,"Pyrmont - Ultimo",29691,
,"Redfern - Chippendale",11171,
,"Surry Hills",23365,
,"Sydney - Haymarket - The Rocks",251453,
,"Waterloo - Beaconsfield",13495,
,"Bondi - Tamarama - Bronte",2134,
,"Bondi Beach - North Bondi",3167,
,"Bondi Junction - Waverly",12503,
,"Centennial Park",51,
,"Double Bay - Bellevue Hill",7367,
,"Dover Heights",1162,
,"Paddington - Moore Park",7499,
,"Rose Bay - Vaucluse - Watsons Bay",3493,
,"Woollahra",2291,
,"Coogee - Clovelly",2949,
,"Kensington - Kingsford",9162,
,"Malabar - La Perouse - Chifley",4119,
,"Maroubra",4737,
,"Randwick",14375,
,"Bankstown",15960,
,"Bass Hill - Georges Hall",2355,
,"Chullora",6056,
,"Condell Park",11959,
,"Greenacre - Mount Lewis",4658,
,"Padstow",3390,
,"Panania - Milperra - Picnic Point",2790,
,"Revesby",2560,
,"Yagoona - Birrong",1518,
,"Belmore - Belfield",3033,
,"Canterbury (South) - Campsie",5394,
,"Kingsgrove (North) - Earlwood",6342,
,"Lakemba - Wiley Park",2463,
,"Punchbowl",3138,
,"Roselands",2775,
,"Hurstville",7974,
,"Mortdale - Penshurst",2543,
,"Narwee - Beverly Hills",1414,
,"Oatley - Hurstville Grove",1861,
,"Peakhurst - Lugarno",4645,
,"Riverwood",1199,
,"South Hurstville - Blakehurst",3830,
,"Arncliffe - Bardwell Valley",3002,
,"Bexley",2484,
,"Kingsgrove (South) - Bardwell Park",1614,
,"Kogarah",9354,
,"Kogarah Bay - Carlton - Allawah",1995,
,"Monterey - Brighton-le-Sands - Kyeemagh",1661,
,"Rockdale - Banksia",5334,
,"Sans Souci - Ramsgate",2212,
,"Concord - Mortlake - Cabarita",4267,
,"Concord West - North Strathfield",15303,
,"Drummoyne - Rodd Point",3392,
,"Five Dock - Abbotsford",4249,
,"Balmain",4919,
,"Leichhardt - Annandale",9256,
,"Lilyfield - Rozelle",4750,
,"Ashfield",6372,
,"Burwood - Croydon",11626,
,"Canterbury (North) - Ashbury",1975,
,"Croydon Park - Enfield",2635,
,"Dulwich Hill - Lewisham",2235,
,"Haberfield - Summer Hill",2791,
,"Homebush",10552,
,"Strathfield",9035,
,"Chatswood (East) - Artarmon",21976,
,"Chatswood (West) - Lane Cove North",2707,
,"Lane Cove - Greenwich",12242,
,"St Leonards - Naremburn",25763,
,"Willoughby - Castle Cove - Northbridge",6539,
,"Asquith - Mount Colah",3335,
,"Berowra - Brooklyn - Cowan",1497,
,"Hornsby - Waitara",14515,
,"Normanhurst - Thornleigh - Westleigh",4944,
,"Gordon - Killara",5246,
,"Lindfield - Roseville",4623,
,"Pymble",5310,
,"St Ives",3691,
,"Turramurra",3405,
,"Wahroonga - Warrawee",5209,
,"Cremorne - Cammeray",2723,
,"Crows Nest - Waverton",7561,
,"Mosman",7875,
,"Neutral Bay - Kirribilli",6061,
,"North Sydney - Lavender Bay",43022,
,"Balgowlah - Clontarf - Seaforth",4128,
,"Manly - Fairlight",7053,
,"Avalon - Palm Beach",2997,
,"Bayview - Elanora Heights",1978,
,"Newport - Bilgola",2287,
,"Warriewood - Mona Vale",11167,
,"Beacon Hill - Narraweena",1185,
,"Cromer",2382,
,"Dee Why - North Curl Curl",4886,
,"Forestville - Killarney Heights",2025,
,"Frenchs Forest - Belrose",12895,
,"Freshwater - Brookvale",14676,
,"Manly Vale - Allambie Heights",2905,
,"Narrabeen - Collaroy",3789,
,"Terrey Hills - Duffys Forest",2023,
,"Camden - Ellis Lane",4093,
,"Elderslie - Harrington Park",4149,
,"Mount Annan - Currans Hill",6227,
,"Bradbury - Wedderburn",1738,
,"Campbelltown - Woodbine",15094,
,"Claymore - Eagle Vale - Raby",1631,
,"Ingleburn - Denham Court",9622,
,"Leumeah - Minto Heights",1238,
,"Macquarie Fields - Glenfield",2744,
,"Minto - St Andrews",6325,
,"Rosemeadow - Glen Alpine",2186,
,"Bargo",697,
,"Douglas Park - Appin",2478,
,"Picton - Tahmoor - Buxton",4190,
,"The Oaks - Oakdale",1262,
,"Blackheath - Megalong Valley",1004,
,"Blaxland - Warrimoo - Lapstone",2939,
,"Blue Mountains - North",12,
,"Katoomba - Leura",5557,
,"Lawson - Hazelbrook - Linden",1472,
,"Springwood - Winmalee",4402,
,"Wentworth Falls",1190,
,"Blue Mountains - South",5,
,"Cambridge Park",1054,
,"Castlereagh - Cranebrook",2450,
,"Emu Plains - Leonay",3639,
,"Glenmore Park - Regentville",1877,
,"Jamisontown - South Penrith",4342,
,"Kingswood - Werrington",6897,
,"Mulgoa - Luddenham - Orchard Hills",1964,
,"Penrith",17088,
,"Warragamba - Silverdale",786,
,"Richmond - Clarendon",7958,
,"Windsor - Bligh Park",6356,
,"Yarramundi - Londonderry",1490,
,"Erskine Park",2965,
,"St Clair",1530,
,"St Marys - Colyton",9397,
,"Auburn",10732,
,"Homebush Bay - Silverwater",22651,
,"Lidcombe - Regents Park",13561,
,"Rookwood Cemetery",100,
,"Carlingford",3818,
,"Ermington - Rydalmere",12158,
,"Oatlands - Dundas Valley",1361,
,"Chester Hill - Sefton",6047,
,"Fairfield - East",4187,
,"Granville - Clyde",6297,
,"Greystanes - Pemulwuy",3424,
,"Guildford - South Granville",2910,
,"Guildford West - Merrylands West",1905,
,"Merrylands - Holroyd",4274,
,"Smithfield Industrial",8695,
,"Yennora Industrial",2568,
,"Girraween - Westmead",6549,
,"North Parramatta",7635,
,"North Rocks",2921,
,"Northmead",14897,
,"Parramatta - Rosehill",42625,
,"Toongabbie - Constitution Hill",2539,
,"Winston Hills",1773,
,"Epping - North Epping",5482,
,"Pennant Hills - Cheltenham",4848,
,"Eastwood - Denistone",4484,
,"Gladesville - Huntleys Point",5520,
,"Hunters Hill - Woolwich",2530,
,"Macquarie Park - Marsfield",38627,
,"North Ryde - East Ryde",9879,
,"Ryde - Putney",7235,
,"West Ryde - Meadowbank",5179,
,"Ashcroft - Busby - Miller",1346,
,"Badgerys Creek - Greendale",2456,
,"Cobbitty - Leppington",1722,
,"Green Valley - Cecil Hills",2328,
,"Hoxton Park - Horningsea Park",2778,
,"Bonnyrigg Heights - Bonnyrigg",1967,
,"Bossley Park - Abbotsbury",1368,
,"Cabramatta - Lansvale",5544,
,"Cabramatta West - Mount Pritchard",1309,
,"Canley Vale - Canley Heights",1940,
,"Edensor Park",756,
,"Fairfield",4281,
,"Fairfield - West",1346,
,"Greenfield Park - Prairiewood",2880,
,"Horsley Park - Kemps Creek",1823,
,"Smithfield - Wetherill Park",3101,
,"St Johns Park - Wakeley",1290,
,"Wetherill Park Industrial",15831,
,"Casula",1983,
,"Chipping Norton - Moorebank",10455,
,"Holsworthy - Wattle Grove",6131,
,"Liverpool - Warwick Farm",18780,
,"Prestons - Lurnea",7131,
,"Caringbah - Lilli Pilli",10762,
,"Cronulla - Kurnell - Bundeena",7151,
,"Gymea - Grays Point",2424,
,"Miranda - Yowie Bay",8649,
,"Sylvania - Taren Point",5530,
,"Engadine - Loftus",3683,
,"Heathcote - Waterfall",1273,
,"Illawong - Alfords Point",1146,
,"Menai - Lucas Heights - Woronora",4952,
,"Oyster Bay - Como - Jannali",2407,
,"Royal National Park",93,
,"Sutherland - Kirrawee",9256,
,"POW Capital city undefined (Greater Sydney)",36431,
,"Migratory - Offshore - Shipping (NSW)",134,
,"POW State/Territory undefined (NSW)",143624,
,"POW No Fixed Address (NSW)",112461,
,"Alfredton",2580,
,"Ballarat",15303,
,"Ballarat - North",3671,
,"Ballarat - South",4587,
,"Buninyong",2578,
,"Delacombe",2259,
,"Smythes Creek",321,
,"Wendouree - Miners Rest",8195,
,"Bacchus Marsh Region",1195,
,"Creswick - Clunes",1717,
,"Daylesford",2715,
,"Gordon (Vic.)",803,
,"Avoca",911,
,"Beaufort",929,
,"Golden Plains - North",476,
,"Maryborough (Vic.)",3169,
,"Maryborough Region",803,
,"Bendigo",18499,
,"California Gully - Eaglehawk",2054,
